ca_pa,status,raise_date,target_date,audit,source,ower,deatails,root_cause_details,root_cause_completed_by,root_cause_target_date,root_cause_closed_date,corrective_action_details,corrective_action_completed_by,corrective_action_target_date,corrective_action_closed_date,preventive_action_details,preventive_action_completed_by,preventive_action_target_date,preventive_action_closed_date,follow_up_details,follow_up_completed_by,follow_up_target_date,follow_up_closed_date,accesptance_action_details,accesptance_action_completed_by,accesptance_action_target_date,accesptance_action_closed_date,implementing_action_details,implementing_action_completed_by,implementing_action_target_date,implementing_action_closed_date,
CA/PA-896,Closed,1/24/2025,5/3/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.300. CAME sənədinin 1.1b.3 paraqrafının tələbi yerinə yetirilmədiyi aşkarlanmışdır. Bu onunla sübut olunur ki, təşkilat tərəfindən uzadılan MEL-lər DMAA-ya göndərilməmişdir.","Təlim hazırkı CAME-yə (edition 6, revision 12) uyğun olaraq aparılmışdır və uzadılmış MEL-lər haqqında məlumatların hər ay DMAA-ya göndərilməsinə dair heç bir istinad yoxdur.","AZAL, Auditee",2/3/2025,4/17/2025,31 mart 2025-ci ilə qədər təşkilat tərəfindən uzadılmış bütün MEL-lərin siyahısını DMAA-ya göndəriləcək,"AZAL, Auditee",2/3/2025,,"CAME (edition 07, revision 00) təsdiq edildikdən sonra bütün işçilər üçün təlimin təşkil ediləcək 03.05.2025 qadar","AZAL, Auditee",2/3/2025,,"Sübutedici sənədlər təqdim edilmişdir.
növbəti yoxlama zamanı bir daha nəzər yetiriləcəkdir.","Nasirov, Namig",4/21/2025,4/21/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,MEL tracking file DMAA göndərilib və əlavə olunub.,"AZAL, Auditee",4/30/2025,4/18/2025,
CA/PA-897,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.305(d), CAMO.315(e). Təşkilatın (CAMO) adam saatı planında təlimlər üçün nəzərdə tutulan saatlar heyətə münasibətdə çox azdır (480 saat).",Təlim üçün mövcud vaxtı məhdudlaşdıran büdcə və ya resurs məhdudiyyətləri.,"AZAL, Auditee",2/3/2025,4/7/2025,Yenilənmiş işçi qüvvəsi planı 31 mart 2025-ci il tarixinədək DMAA-ya təqdim olunacaq.,"AZAL, Auditee",2/3/2025,,Təlim saatlarını rüblük əsasla izlənilməsi və zəruri olduqda vaxt bölüşdürməsini tənzimləyərək tələb olunan təlim üçün kifayət qədər müddət ayrılacaq 30.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",4/18/2025,4/18/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"2025-ci il üçün Manpower planına yenidən baxılmış, təlimlərlə bağlı saatlar hesablanmış və bu zaman təlimlərin sayı, ümumi saatı və cəlb olunan personal sayı nəzərə alınmışdır.","AZAL, Auditee",4/30/2025,4/17/2025,
CA/PA-898,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.305(g). Uçuşların yararlılığının yoxlanılması personalı üçün səriştənin qiymətləndirilməsi CAME sənədinin 2.9 bəndində qeyd edildiyi kimi 1 ildən bir yerinə yetirilməmişdir.
Uçuşların yararlılığının yoxlanılması personalı CAME-nin 5.6-cı paraqrafı ilə düz gəlmir.","Personal səriştəsini qiymətləndirmək üçün iki prosedurun olması (Competency Assessment Procedure AHY-CAM-PRO-0001, və Airworthiness Review Staff Competency Assessment Procedure (AHY-CAM-PRO-0006)","AZAL, Auditee",2/3/2025,4/7/2025,31 mart 2025-ci il tarixinədək CAME-nin müvafiq bölmələrinə uyğun olaraq bütün tələb olunan kvalifikasiyaların yerinə yetirilməsini təmin etmək üçün CAMO heyətin mövcud səriştəsi nəzərdən keçiriləcək.,"AZAL, Auditee",2/3/2025,,Personal səriştəsini (bilik və bacarıqlarının) qiymətləndirilməsi prosedurunu standartlaşdırılması 30.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",4/29/2025,4/29/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,CAMO/AMO Training Procedure (Ref: AHY-CAM-PRO-0003) yenilənib və bütün kadrların hazırlığını izləyən yeni bir fayl yaradılıb. Bu fayllar əsasında işçilərin səriştəsinin qiymətləndirilməsi həyata keçirilib.,"AZAL, Auditee",4/30/2025,4/25/2025,
CA/PA-899,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee",CAMO.310(c). Uçuşların yararlılığının yoxlanılması personalının sərbəst işə buraxılması nəzarətini sübut edən sənədlər təqdim olunmamışdır.,Personalın sərbəst işə buraxılma sənədlərinin saxlanildigi kompyuterin nazasligi səbəbindən tələb olunan  sənədlərin təqdim üçün hazırlanması gecikib,"AZAL, Auditee",2/3/2025,4/7/2025,"Auiditora  təqdim  olunan sənədlər
1. Müstəqil işə buraxilma (DMAA Forma 4) sənədinin təsdiqi haqqinda  DMAA-ya müraciət məktubu .
2. Forma 4 sənədi
3. HG – nin Uçuş Yararliginın  birgə yoxlanilmasi haqda Raport
4. DMAA-nin təsdiq haqda cavab məktubu
Ümumilikdə 8 vərəq","AZAL, Auditee",2/3/2025,,Gələcəkdə Personalın sərbəst işə buraxılma sənədlərinin  surətləri ( kopiyaları ) İnspeksiya şöbəsinin mühəndisinin  kompyuterindən əlavə serverde və kağız (hard copy) halındə  saxlanılacaq 15.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,"Sübutedici sənədlər təqdim olunmuşdur.
Növbəti yoxlama zamanı bir daha nəzər yetiriləcəkdir.","Nasirov, Namig",4/18/2025,4/18/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,Sənədlər əlavə olunub.,"AZAL, Auditee",4/17/2025,4/17/2025,
CA/PA-900,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.315(b). HG-nin texniki xidmət programlarının ildə bir dəfə yenilənməsi izlənilmir və nəticədə A340, G550 tipli HG-nə aid texniki xidmət proqramlarının yoxlanılması yerinə yetirilməmişdir.
İstehsalçı şirkətlərin texniki xidmət programları yeniləndikdən sonra təşkilat daxili texniki xidmət proqramının 90 gün ərzində yeniləyib təsdiq edilməsini yerinə yetirməmişdir (A340 donanması, G550).",Qarşıdan gələn proqram yeniləmələri barədə məsul işçiləri xəbərdar etmək üçün avtomatik xəbərdarlıq və ya xatırlatma sistemi mövcud deyil.,"AZAL, Auditee",2/3/2025,4/18/2025,A340 və G550 təyyarələri üçün texniki xidmət proqramları 31 mart 2024-cü il tarixinədək təsdiq üçün DMAA-ya təqdim ediləcək.,"AZAL, Auditee",2/3/2025,,Məsul işçiləri son tarixdən ən azı 90 gün əvvəl xəbərdar etmək üçün  Excel əsaslı avtomatlaşdırılmış bildiriş sistemi olan monitorinqin tətbiq olunması.20.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,"Sübutedici sənədlər əlavə olunmuşdur.
Növbəti audit zamanı bir daha nəzər yetiriləcəkdir.","Nasirov, Namig",4/14/2025,4/14/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,A340 və G550 təyyarələri üçün texniki xidmət proqramı əlavə olunub. Məsul işçiləri son tarixdən ən azı 90 gün əvvəl xəbərdar etmək üçün Excel əsaslı avtomatlaşdırılmış bildiriş sistemi olan monitorinqinq fayl elavə olunub.,"AZAL, Auditee",4/20/2025,4/11/2025,
CA/PA-901,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee",CAMO.315(b). 4K-AZ86 HG-nin konservasiyası sonuncu dəfə Mart 2023 tarixində yerinə yetirilmişdir və 4K-AZ85 HG-nin isə konservasiya olunmasını təsdiq edən sənədlər təqdim olunmamışdır.,"Hava gəmilərinin mühərrikərinin resursunun az olması və bununla əlaqədar müərriklərin təmiri üçün müvafiq (engin shop) olmaması , konservasiyanı 
(storage) həyata keçirmək üçün hava gəmilərində quraşdırılmalı olan və əldə
edilməsi iqtisadi cəhətdən sərfəli olmayan  avadanlığın olmaması səbəbindən 4KAZ85 və 4KAZ86 nömrəli təyyarələrin konservasiyası mümkün deyil","AZAL, Auditee",2/3/2025,4/18/2025,Təyyarələrin istismarının dayandırılması ilə əlaqədar CAME və digər sənədlərdə müvafiq dəyişikliklər ediləcək.,"AZAL, Auditee",2/3/2025,,Hava gəmilərinin istismarının dayandırılması məqsədilə DMAA  03.05.2025 tarixinə qədər müraciət hazırlanır.,"AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",4/18/2025,4/18/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"Hava gəmilərinin istismarının dayandırıldığını təsdiq edən elektron məktub 18.04.2025-ci il tarixində DMAA-ya təqdim olunmuşdur (email subject: ""CAMO CA/PA 901 nömrəli irad""  əlavə olunur).","AZAL, Auditee",4/30/2025,4/18/2025,
CA/PA-885,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.160. Aviasiya hadisələri iQSMS-ə vurulmadığı aşkar edilmişdir (TOR-0106).
Aviasiya hadisəsinin 72 saat ərzində aviasiya orqanına göndərilmədiyi aşkarlanmışdır (TOR-0106).",CAMO Occurrence Reporting Procedure (AHY-CAM-PRO-0017) yenilənmədiyi üçün IQSMS proqramının istifadəsi ilə bağlı məlumat TOR-a cavabdeh olan işçilərə təqdim edilmədi.,"AZAL, Auditee",2/3/2025,4/18/2025,CAMO Occurrence Reporting Procedure (AHY-CAM-PRO-0017) 31 mart 2025-ci il tarixinədək yenilənəcək.,"AZAL, Auditee",2/3/2025,,CAMO Occurrence Reporting Procedure (AHY-CAM-PRO-0017) yeniləndikdən və IQSMS proqramı ilə bağlı məlumatlar əlavə edildikdən sonra işçilər üçün təlim keçiriləcək 10.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",4/16/2025,4/16/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"CAMO Occurrence Reporting Procedure (AHY-CAM-PRO-0017) edition 00, revision 01 (01.04.2025) yeniləndi və yükləndi. CAMO Occurrence Reporting Procedure (AHY-CAM-PRO-0017) yeniləndikdən və IQSMS proqramı ilə bağlı məlumatlar əlavə edildikdən sonra işçilər üçün 4 Aprel 2025 tarixində təlim keçirildi. Attendance sheet əlavə olunub.","AZAL, Auditee",4/10/2025,4/9/2025,
CA/PA-886,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.200(a). Texniki təşkilatların yoxlanılması siyahısında (AMO Audit check list) AAR-145 qaydalarını tam əhatə etmir və yoxlama siyahısında AAR-M qaydalarına istinadlar göstərilib hansı ki, AAR-M bəndləri düzgün qeyd edilməyib (M.A.XXX / Audit report iQSMS İD: 125)
iQSMS İD: 273 – nömrəli yoxlama siyahısı tam dolğun tərtib edilməyib, beləki TCOD, ATLB, OCOD yoxlanılması daxil edilməmişdir.","1. İnsan resurslarının kifayət qədər olmaması.
2. Çarpaz monitorinqin performansının olmaması.
3. Şirkətdaxili qeyri-kafi qaydalar, standart prosedurlar.","AZAL, Auditee",2/3/2025,4/7/2025,"1. 2024 Dekabrdan sonra nəzərdə tutulan auditlərdə  Texniki Xidmət Təşkilatlarında auditlərin AAR-145 qaydaları əsasında tam olaraq keçiriləcək.
2. AAR-M qaydalarını IQSMS-də nömrələnməsində yanlışlıq aşkar olunub, bu problem IQSMS dəstək komandasına müraciətdən sonra aradan qaldırılmışdır.

3. Yanvar ayında keçirilən #362 nömrəli product audit zamanı TCOD, ATLB, OCOD yoxlanılması ilə əlaqədar sual yoxlama siyahısına əlavə olunmuşdur. Qabaqlayıcı tədbirdə göstərilən yeni yoxlama siyahısı hazır olduqdan sonra Fevral ayına planlaşdırılan audit həmin yoxlama siyahısına əsasən keçiriləcək.","AZAL, Auditee",2/3/2025,,"1. a) 2024-cü ilin iyul ayında Qrup Rəhbəri təyin olunub.
    b) 2024-cü ilin dekabr ayında IQSMS-də tam əhatə edən yoxlama siyahısı hazırlanıb və  gələcəkdə istifadə olunacaq.
2. Yeni qaydalar IQSMS-in bazasına əlavə olunduqda auditorlar tərəfindən orijinal sənədlə çarpaz monitorinq aparılacaq.
3. Qeyd edilmiş uyğunsuzluqları nəzərə almaqla 21.02.2025 tarixinədək yeni yoxlama siyahısı hazırlanacaq və IQSMS sisteminə yüklənəcək və növbəti product auditlər həmin yoxlama siyahısına əsasən aparılacaq.","AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim edilmişdir.,"Nasirov, Namig",4/14/2025,4/14/2025,Qəbul edilir.,"Nasirov, Namig",4/1/2025,4/1/2025,"1. Islahedici tədbir kimi 16-17 Dekabr 2024 tarixində Turkish Airlines Technic-də keçirilmiş auditin hesabatı Q-pulse sisteminə yüklənmişdir. (#294_Turkish Airlines Technic Final Audit Report signed)
a)Qabaqlayıcı təbdir kimi Qrup Rəhbərinin işə qəbul olunması barədə İR elektron məktubu Q-pulse sisteminə yüklənmişdir. (HR Communication - Rövşən Abbasov)
b)Qabaqlayıcı tədbir kimi AAR-145 əsasında IQSMS-də tam əhatə edən yoxlama siyahısı Q-pulse sisteminə yüklənmişdir. ( AAR-145 Full Scope Audit Checklist)
2. Islahedici tədbir kimi AAR qaydalarında olan nöqsanlarla bağlı İQSMS dəstək komandasına müraciətin məktubuQ-pulse sisteminə  yüklənmişdir. (Email to IQSMS Support Team)
3. İslahedici tədbir kimi 10.03.2025 tarixində keçirilmiş Product Auditin hesabatı Q-pulse sisteminə yüklənilmişdir. Qabaqlayıcı tədbir kimi Product Audit üçün yenilənmiş yoxlama siyahısı Q-pulse sisteminə yüklənilmişdir. (Product Audit Checklist)","AZAL, Auditee",4/3/2025,4/3/2025,
CA/PA-887,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee",CAMO.200(a)3. Təşkilatın uyğunluğa nəzarət idarəsinin 3-cü təşkilat tərəfindən yoxlanılması təqdim edilməmişdir.,Nəzarətin çatışmazlığı.,"AZAL, Auditee",2/3/2025,4/7/2025,CAMO-nun AAR CAMO.200(a)3. bəndinin tələblərə uyğunluğun yoxlanılması daxili auditorlar tərərfindən keçiriləcək. 3-cü təşkilat tərəfindən yoxlanılmasının təşkili uzun vaxt tələb etdiyindən gələn ilin (2026-cı) yoxlama planında öz əksini tapacaq.,"AZAL, Auditee",4/15/2025,,İllik Yoxlama Planında nəzərdə tutulan növbəti CAMO auditləri zamanı AAR-CAMO əsasında tam şəkildə yoxlanılacaq (CAMO.200(a)3 tələbi daxil olmaqla). AAR-CAMO nun AMC1 to CAMO.200(a)(3) f(1) bəndinə əsasən nəzərdə tutulan yoxlamalar 2026 cı ilin Audit Planına əlavə ediləcək.,"AZAL, Auditee",4/15/2025,,Sübutedici sənədlər təqdim edilmişdir.,"Nasirov, Namig",4/21/2025,4/21/2025,Qəbul edilir,"Nasirov, Namig",4/18/2025,4/21/2025,"1. İslahedici tədbir kimi CAMO-nun AAR CAMO.200(a)3. bəndinin tələblərə uyğunluğu 21 yanvar 2025-ci il tarixində keçirilən audit hesabatı Q-pulse sisteminə yüklənmişdir. (#325 Final Audit Report)
.   
 2. Qabaqlayıcı tədbir kimi CAMO-nun tam şəkildə yoxlanılmasının əks olunduğu 2025 ci il üçün İllik Yoxlama Planı Q-pulse sisteminə yüklənmişdir (Annual Audit Plan 2025) və AAR-CAMO nun AMC1 to CAMO.200(a)(3) f(1) bəndinə əsasən nəzərdə tutulan yoxlama 2026-cı ilin layihə(draft) İllik Yoxlama Planına əlavə edilib və Q-pulse sisteminə yüklənmişdir. (AHY-CMD-PLN-0015_rev.xx - Audit Plan - draft)","AZAL, Auditee",4/21/2025,4/21/2025,
CA/PA-888,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee",CAMO.200(a).  2024-cü ilin İllik yoxlama planında xarici texniki xidmət təşkilatları (FAMO) tam olaraq nəzərə alınmamış və Uçuşların yararlılığının yoxlanılması personalının səriştəsinin qiymətləndirilməsi nəzərə alınmamışdır.,"1. Nəzarətin çatışmazlığı və İnsan resurslarının kifayət qədər olmaması.
2.Şirkətdaxili qeyri-kafi qaydalar, standart prosedurlar. Keyfiyyət Təminatı İdarəsinin Uçuşyararlığı qrupunun İş Yükü Cədvəli 2024-cü ildə yaradıldığından bəzi tapşırıqlar orda qeyd edilməmişdir.","AZAL, Auditee",2/3/2025,4/7/2025,"1. 2024-cü ilin İllik yoxlama planında xarici texniki xidmət təşkilatları (FAMO) tam olaraq yoxlamalari yerinə yetirmək üçün kifayət qədər insan resursu olmadığından görə  plana  elavə olunmamışdır. 2024-cü ilin iyul ayında yeni işçi qəbul edildi. 2025-ci ilin cədvəlinə Annex VI və 2025-ci il üçün Tanınma Sertifikatlarin izləmə siyahısı nərərə alınınmaqla əksər xarici texniki xidmət təşkilatlarin yoxlanilmasi nəzərdə tutulub.
2. Uçuşların yararlılığının yoxlanılması personalının səriştəsinin qiymətləndirilməsi tapşırığı  Audit zamani 19 Dekabr 2024 tarixinə Keyfiyyət Təminatı İdarəsinin Uçuşyayarlığı qrupunun İş Yükü Cədvəlinə əlavə olunub və DMAA-müfəttişlərinə göndərilmişdir.","AZAL, Auditee",2/3/2025,,"1.  Hər illik Yoxlama planının hazırlanması zamanı cari Annex VI və 2025-ci il üçün Tanınma Sertifikatlarin izləmə siyahısı nərərə alınıb tərtib olunacaq.
2. Keyfiyyət Təminatı İdarəsinin Uçuşyayarlığı qrupunun əlavə iş tapşıqları yarandıqda İş Yükü Cədvəli ilə çarpaz müqayisəsi aparılacaq və lazımı  dəyişikliklər ediləcək.","AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",4/14/2025,4/15/2025,Qəbul edilir,"Nasirov, Namig",4/1/2025,4/1/2025,"1. Islahedici və qabaqlayıcı tədbir kimi 2025 ci il üçün İllik Yoxlama Planı və Sertifikatlarin izləmə siyahısı Q-pulse sisteminə yüklənmişdir. (Annual Audit Plan 2025 və Annex VI)

2. Islahedici və qabaqlayıcı tədbir kimi 2025 ci il üçün İş Yükü Cədvəli Q-pulse sisteminə yüklənmişdir. (Airworthiness Group Man-hour Plan 2025)","AZAL, Auditee",4/3/2025,4/3/2025,
CA/PA-889,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.200(a). Texniki xidmət programlarını və etibarlıq hesabatını hazırlayan mühəndislər müvafiq təlimlər keçməyiblər (AMP, Reliability program, MSG3 və.s).
Təşkilatın təlim programının 6-cı paraqrafında qeyd edilən təlimlər tam təşkil edilməmiş və təlimlərin izləndiyi excel faylda vəzifələr üzrə gərəkli olan təlimlər aydın şəkildə bəlli deyil və təkrarlanmalı olan təlimlərin etibarlılıq müddətləri əks olunmur.",Təlim proseduru 2024-cü ilin avqustunda yenilənmiş və 2025-ci il planına AMP və etibarlılıq təlimi əlavə edilmişdir.,"AZAL, Auditee",2/3/2025,4/7/2025,"Təlimlər (AMP, Reliability, MSG-3) 31 mart 2025-ci il tarixinədək keçiriləcək","AZAL, Auditee",2/3/2025,,"Aşağıdakıları aydın şəkildə göstərmək üçün təlim izləmə sistemini (Excel) yeniləcək 20.04.2025 qədər.:

1.Hər bir vəzifə üçün tələb olunan təlimlər.
2. Etibarlılıq müddətləri və yenilənmə tarixləri.
3.Təlimin tamamlanma vəziyyəti.","AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur,"Nasirov, Namig",4/25/2025,4/25/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"Təlimlər (AMP, Reliability) keçirilib və əlavə olunub. Excel fayl yaradılıb və əlavə olunub.","AZAL, Auditee",4/22/2025,4/24/2025,
CA/PA-890,Closed,1/24/2025,6/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee",CAMO.200(a). Uçuşların yararlılığının yoxlanılması personalı və uçuş yararlılığının idarə olunması idarəsinin heyəti üçün aviasiya qanunvericiliyi (module 10) təlimi tam təşkil edilməmişdir. Ümumiyyətlə təşkilatda Module 10 təlimi üzrə tədris proqramı (syllabus) mövcud deyildir.,Modul 10 daxil olan bütün kursları bitirmiş təlimçi yox idi.,"AZAL, Auditee",2/3/2025,4/7/2025,"Modul 10 daxil olmaqla, bütün kursların yerinə yetirilməsi üçün məsul şəxs təyin edilib və bu kursun proqramı 31 mart 2025-ci il tarixinədək DMAA-ya təqdim ediləcək.","AZAL, Auditee",2/3/2025,,Tənzimləyici tələblərə və sənayenin ən yaxşı təcrübələrinə uyğunlaşdırmaq üçün təlim proqramını vaxtaşırı nəzərdən keçirilməsi və yenilənməsi.        Təlimin uyğunluğuna nəzarət etmək və vaxtında yenilənmələri təmin etmək üçün məsul şəxs təyin olunacaq 30.04.2025 qədər.,"AZAL, Auditee",2/3/2025,,01.07.2025-ci il tarixində təkrar yoxlanılacaqdır.,"Nasirov, Namig",4/30/2025,4/30/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"CAMO/AMO Training Procedure (Ref: AHY-CAM-PRO-0003) yenidən baxıldı və CAMO təlimatçısının qiymətləndirilməsi ilə bağlı bənd əlavə edildi. Prosedurç syllabus və attendance sheet əlavə olunub. 

Təlim CAMO personala 30 iyun 2025  qədər yerinə keçirələcək. ","AZAL, Auditee",4/30/2025,4/25/2025,
CA/PA-891,Closed,1/24/2025,4/30/2025,"AUD545 - Azerbaijan Airlines (CAMO-001), CAMO Audit (full scope)",Surveillance,"AZAL, Auditee","CAMO.200(a). Subpodratçı kimi xidmət göstərən ASG HS CAMO heyətinə AZAL-ın CAME, SMS, ATLB və.s təlimləri təşkil edilməyib.",Müqavilə tələblərinə uyğun olaraq subpodratçı işçilərinin təlimini təmin etmək üçün aydın məsuliyyət təyin edilmir.,"AZAL, Auditee",2/3/2025,4/7/2025,30 aprel 2025-ci il tarixinədək AZAL-ın tələblərinə uyğun olaraq ASG HS CAMO personalı üçün lazımi təlimlərin təşkili və keçirilməsi təmin ediləcək.,"AZAL, Auditee",2/3/2025,,"Subpodratçı təşkilatın işçilərinin təlimi ilə bağlı bənd əlavə edilməklə təlim proseduru (CAMO/AMO Training Procedure, AHY-CAM-PRO-0003) yenilənəcək 30.04.2025 qədər.","AZAL, Auditee",2/3/2025,,Sübutedici sənədlər təqdim olunmuşdur.,"Nasirov, Namig",5/1/2025,5/1/2025,Qəbul edilir,"Nasirov, Namig",4/7/2025,4/7/2025,"CAMO/AMO Training Procedure, AHY-CAM-PRO-0003) yenilənib və əlavə olunub. CAME, SMS & ATLB İştirak qeydiyyatı vərəqələri əlavə olunub. Tələb olunan əlavə CAME, SMS & ATLB Attendance sheet əlavə olunub.","AZAL, Auditee",4/30/2025,4/30/2025,
